Topic	Subtopic	Description	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	Pedagogical_Order	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5794	Yes	University Physics Volume 3_undergraduate_1_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5795	Yes	University Physics Volume 3_undergraduate_1_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5796	Yes	University Physics Volume 1_undergraduate_2_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5797	Yes	University Physics Volume 1_undergraduate_1_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5798	Yes	College Physics for AP® Courses 2e_undergraduate_16_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5799	Yes	College Physics for AP® Courses 2e_undergraduate_25_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5800	Yes	College Physics for AP® Courses 2e_undergraduate_27_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5801	Yes	College Physics 2e_undergraduate_16_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5802	Yes	College Physics 2e_undergraduate_25_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5803	No	Physics_high_school_13_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5804	No	College Physics for AP® Courses 2e_undergraduate_16_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5805	No	College Physics for AP® Courses 2e_undergraduate_25_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5806	No	College Physics for AP® Courses 2e_undergraduate_27_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5807	No	College Physics 2e_undergraduate_16_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5808	No	College Physics 2e_undergraduate_25_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5809	No	College Physics 2e_undergraduate_27_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5810	No	University Physics Volume 3_undergraduate_1_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5811	No	University Physics Volume 3_undergraduate_1_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5812	No	University Physics Volume 3_undergraduate_1_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5813	No	University Physics Volume 1_undergraduate_2_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5814	No	University Physics Volume 1_undergraduate_1_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Reflection and Refraction	Reflection and Refraction	Detailed study of reflection and refraction at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5815	No	College Physics for AP® Courses 2e_undergraduate_16_06	Analyze complex problems involving reflection and refraction; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to reflection and refraction problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
